약수터명	소재지도로명주소	소재지지번주소	위도	경도	지정일자	일평균이용인구수	수질검사일자	수질검사결과구분	부적합항목	관리기관전화번호	관리기관명	데이터기준일자	제공기관코드	제공기관명		
천병샘		서울특별시 노원구 중계4동 산101-1	37.659156	127.087901	2000-01-01	50	2017-05-16	부적합		02-2116-3952	노원구청 공원녹지과	2018-02-28	3100000	서울특별시 노원구		
중계샘		서울특별시 노원구 중계4동 산40-5	37.656473	127.081236	2000-01-01	50	2017-05-16	적합		02-2116-3952	노원구청 공원녹지과	2018-02-28	3100000	서울특별시 노원구		
청록회		서울특별시 노원구 중계본동 산104-12	37.641962	127.088836	1988-01-01	50	2017-05-16	부적합		02-2116-3952	노원구청 공원녹지과	2018-02-28	3100000	서울특별시 노원구		
증안골약수		충청북도 증평군 증평읍 초중리 산55	36.455554	127.356361	1999-05-12	50	2017-09-19	적합		043-835-4083	증평군	2018-08-23	5570000	충청북도 증평군		
좌구산휴양림약수터	충청북도 증평군 증평읍 솟점말길 107	충청북도 증평군 증평읍 율리 산61-1	36.421951	127.394231	2012-11-28	100	2017-08-03	적합		043-835-4083	증평군	2018-08-23	5570000	충청북도 증평군		
대봉약수터		충청북도 증평군 증평읍 미암리 산141-1	36.485888	127.344434	1998-08-10	50	2017-09-19	부적합	총대장균군	043-835-4083	증평군	2018-08-23	5570000	충청북도 증평군		
안용주골	경기도 파주시 용지산길 77-59	경기도 파주시 파주읍 연풍리 산 82-1	37.8365182	126.8319515		50	2018-06-26	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
대능	경기도 파주시 대위골길 27-34	경기도 파주시 법원읍 대능리 산 1-1	37.8445779	126.881355		250	2018-06-25	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
천현	경기도 파주시 사임당로 907번길21	경기도 파주시 법원읍 법원리 376-1	37.8490531	126.8823088		200	2018-06-25	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
율곡	경기도 파주시 자운서원로 604	경기도 파주시 법원읍 동문리 산 5	37.868734	126.871901		100	2018-06-26	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
묘지	경기도 파주시 혜음로 1300-78	경기도 파주시 광탄면 신산리 산 3-4	37.7960411	126.851728		250	2018-06-25	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
두포	경기도 파주시 파평산로 498	경기도 파주시 파평면 두포리 395	37.904395	126.827646		50	2018-06-25	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
새일	경기도 파주시 장승배기로 134	경기도 파주시 파평면 율곡리 산 86	37.8775942	126.8112714		60	2018-06-26	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
시청	경기도 파주시 시청로 50	경기도 파주시 아동동 215	37.7594363	126.7803264		230	2018-06-25	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
감사교육원	경기도 파주시 기산로 207-160	경기도 파주시 광탄면 기산리 산 139-14	37.7810728	126.9317989		200	2018-06-25	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
도토리	경기도 파주시 사임당로 259번길267	경기도 파주시 문산읍 이천리 366	37.8755863	126.8268451		220	2018-06-26	적합		031-940-5483	파주시	2018-07-05	4060000	경기도 파주시		
금당1호약수터		경기도 광명시 하안1동 산141-3	37.4553333251	126.878957627	2008-01-21	150	2018-08-01	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
금당2호약수터		경기도 광명시 하안1동 산141-3	37.4553333251	126.878957627	2008-01-21	150	2018-08-13	부적합	총대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
새미약수터		경기도 광명시 노온사동 산141-1	37.4424019359	126.86244389	2008-01-21	75	2018-08-01	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
설월리약수터		경기도 광명시 소하2동 산58	37.4144520163	126.871712621	2011-03-04	20	2018-08-13	부적합	일반세균,총대장균군,분원성대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
애기능약수터		경기도 광명시 노온사동 산141-11	37.4396346029	126.862946149	2008-01-21	75	2018-08-13	부적합	일반세균,총대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
양묘장약수터		경기도 광명시 하안1동 산69-4	37.460961063	126.857929363	2011-03-04	15	2018-08-13	부적합	총대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
영회원약수터		경기도 광명시 노온사동 산141-11	37.4396346029	126.862946149	2011-03-04	10	2018-08-13	부적합	총대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
절골약수터		경기도 광명시 소하2동 산137-9	37.4264548021	126.87624745	2008-01-21	375	2018-08-13	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
진달래약수터		경기도 광명시 노온사동 산141-11	37.4396346029	126.862946149	2008-01-21	150	2018-08-01	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
참샘물1호약수터		경기도 광명시 소하2동 359-1	37.4401885928	126.875018003	2008-01-21	225	2018-08-13	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
참샘물2호약수터		경기도 광명시 소하2동 359-1	37.4401885928	126.875018003	2008-01-21	225	2018-08-13	부적합	총대장균군,분원성대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
천연약수터		경기도 광명시 노온사동 산141-11	37.4396346029	126.862946149	2008-01-21	75	2018-08-13	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
체육공원약수터		경기도 광명시 광명7동 산75	37.4682013137	126.857703144	2008-01-21	450	2018-08-13	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
하안3호약수터		경기도 광명시 하안1동 산50	37.4636216554	126.858602537	2008-01-21	250	2018-08-13	적합		02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
하안4호약수터		경기도 광명시 하안1동 산50	37.4636216554	126.858602537	2008-01-21	150	2018-08-13	부적합	총대장균군	02-2680-2339	광명시청 공원녹지과	2018-08-27	3900000	경기도 광명시		
말턱고개		경기도 연천군 청산면 초성리 산88	37.9769502	127.0584378	1996-05-01	180	2018-07-24	적합	없음	031-839-4347	경기도 연천군청	2018-09-07	4140000	경기도 연천군		
원압산		경기도 연천군 신서면 도신리 산58	38.1508148	127.095404	1996-05-01	10	2018-07-24	적합	없음	031-839-4347	경기도 연천군청	2018-09-07	4140000	경기도 연천군		
옥수동		경기도 연천군 신서면 도신리 산9-1	38.1758657	127.1053591	1996-05-01	100	2018-07-24	적합	없음	031-839-4347	경기도 연천군청	2018-09-07	4140000	경기도 연천군		
신탄리		경기도 연천군 신서면 대광리 198	38.2186526086	127.1409391295	1996-05-01	110	2018-07-24	적합	없음	031-839-4347	경기도 연천군청	2018-09-07	4140000	경기도 연천군		
향교골 약수터	충청북도 보은군 보은읍 자영고길 26	충청북도 보은군 보은읍 교사리 103	36.491757	127.713317	1996-01-30	50	2018-04-27	적합		043-540-4413	상하수도사업소	2018-08-07	4420000	충청북도 보은군		
월송리 약수터	충청북도 보은군 보은읍 월송어암길 27	충청북도 보은군 보은읍 월송리 산 1	36.47973832	127.728644	1996-01-30	10	2018-04-27	적합		043-540-4413	상하수도사업소	2018-08-07	4420000	충청북도 보은군		
죽전 공동우물	충청북도 보은군 보은읍 죽전1길 16	충청북도 보은군 보은읍 죽전리 184-6	36.47673099	127.7198828	1998-05-25	40	2018-04-27	적합		043-540-4413	상하수도사업소	2018-08-07	4420000	충청북도 보은군		
내북 법주 약수터	충청북도 보은군 내북면 법주리 산15-2	충청북도 보은군 내북면 법주리 산 15-2	36.47678707	127.7198796	2001-02-28	20	2018-04-27	적합		043-540-4413	상하수도사업소	2018-08-07	4420000	충청북도 보은군		
보은죽전공동우물	충청북도 보은군 보은읍 죽전3길 31	충청북도 보은군 보은읍 죽전리 228-20	36.47720375	127.7177263	2001-02-28	50	2018-04-27	적합		043-540-4413	상하수도사업소	2018-08-07	4420000	충청북도 보은군		
도동약수터		경상북도 울릉군 울릉읍 도동리 산 16				95	2017-03-13	적합		054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
내수전 약수터		경상북도 울릉군 울릉읍 저동리 643	37.5080909053	130.908551632		45	2017-03-13	적합		054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
도동약수터		경상북도 울릉군 울릉읍 도동리 산 16				95	2017-06-15	부적합	과망간산칼륨 소비량, 철, 망간, 탁도	054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
내수전 약수터		경상북도 울릉군 울릉읍 저동리 643	37.5080909053	130.908551632		45	2017-06-15	부적합	철,망간,탁도	054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
도동약수터		경상북도 울릉군 울릉읍 도동리 산 16				95	2017-07-21	적합		054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
내수전 약수터		경상북도 울릉군 울릉읍 저동리 643	37.5080909053	130.908551632		45	2017-07-21	적합		054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
도동약수터		경상북도 울릉군 울릉읍 도동리 산 16				95	2017-09-21	적합		054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
내수전 약수터		경상북도 울릉군 울릉읍 저동리 643	37.5080909053	130.908551632		45	2017-09-21	적합		054-790-6360	울릉군 상하수도사업소	2018-08-30	5260000	경상북도 울릉군		
불갑약수터	전라남도 영광군 영광읍 함영로 2902	전라남도 영광군 영광읍 쌍운리 421-7	35.212291	126.506717		70	2017-11-08	적합		061-350-5528	전라남도 영광군	2018-07-31	4970000	전라남도 영광군		
연화산		강원도 태백시 황지동 산1(황지동)	37.166152	129.002697	1996-04-20	30	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
한마음2		강원도 태백시 황지동 산1(상장동)	37.164619	128.994322	2016-04-11	100	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
마을		강원도 태백시 황지동 5-4(황연동)	37.180998	128.988878	2000-03-22	20	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
초당		강원도 태백시 통동 산67-1(황연동)	37.167312	129.042766	2000-12-31	5	2018-06-25	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
너덜		강원도 태백시 화전동 산47-62(삼수동)	37.200099	128.918164	1998-09-21	15	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
절골		강원도 태백시 황지동 산121(삼수동)	37.1708454	128.960282	1998-09-21	25	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
용정		강원도 태백시 혈동 321	37.098764	128.919081	2000-03-22	300	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
계량촌		강원도 태백시 장성동 산80(장성동)	37.110394	128.993730	1998-05-20	10	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
문화동골		강원도 태백시 장성동 산79(구문소동)	37.094071	129.018848	2000-03-22	20	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
메밀뜰		강원도 태백시 장성동 산68-4(구문소동)	37.094121	129.022891	1998-09-21	5	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
건널목		강원도 태백시 철암동 337-5(철암동)	37.122598	129.043280	2000-12-31	40	2018-05-17	적합		033-550-2733	상수도사업소	2018-08-28	4220000	강원도 태백시		
선강(천)		부산광역시 북구 구포2동 산421-1				150	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
선강(하)		부산광역시 북구 구포2동 산42-1	35.1946543455	128.999404562		270	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
백양산체육공원		부산광역시 북구 구포3동 산48-135	35.1964414629	129.016403329		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
병풍사		부산광역시 북구 만덕1동 산77-1	35.2160244214	129.051218461		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
삼정		부산광역시 북구 만덕2동 843	35.2066499399	129.036849592		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
백수정		부산광역시 북구 만덕2동 산149	35.2001914591	129.037430438		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
일노정		부산광역시 북구 만덕2동 산121	35.2019580881	129.04254249		150	2018-04-30	부적합	총대장균군	051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
만수정		부산광역시 북구 만덕2동 산152-2	35.1988584487	129.032456761		100	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
백만정		부산광역시 북구 만덕2동 산149	35.2001914591	129.037430438		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
천룡사		부산광역시 북구 만덕1동 산2	35.2251574109	129.04894444		110	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
만수천		부산광역시 북구 만덕1동 산3	35.2257651998	129.042203466		120	2018-04-30	부적합	총대장균군	051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
상학산		부산광역시 북구 만덕1동 산261	35.2234181408	129.036240762		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
도개공		부산광역시 북구 덕천1동 814-1	35.2174148836	129.020633724		270	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
금곡		부산광역시 북구 금곡동 산80	35.2580501337	129.025364471		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
벽산		부산광역시 북구 구포3동1245	35.1944274263	129.014179885		250	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
백천		부산광역시 북구 구포1동 산3-1				100	2018-04-30	적합		051-309-4382	부산광역시 북구청	2018-07-27	3320000	부산광역시 북구		
등잔골		전라남도 보성군 노동면 광곡리 산103	34.474183	127.353780	2006-10-01	18	2018-03-06	적합		061-850-5372	전라남도 보성군청	2018-04-04	4890000	전라남도 보성군		
밭터 약수터		경상남도 창원시 마산합포구 구산면 유산리 산88-1	35.128801	128.574821		70	2018-07-04	부적합	일반세균	055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
수발사 약수터		경상남도 창원시 마산합포구 진전면 봉암리 산145	35.133693	128.356901		10	2018-07-04	적합		055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
무곡탑 약수터		경상남도 창원시 마산합포구 완월동 산98-63	35.200123	128.543044		150	2018-07-04	적합		055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
자산 약수터	경상남도 창원시 마산합포구 자산서11길92	경상남도 창원시 마산합포구 자산동 25-11	35.205446	128.561521		300	2018-07-04	적합		055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
무학산기도원 약수터		경상남도 창원시 마산합포구 교방동 492	35.209553	128.549440		250	2018-07-04	적합		055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
등나무산장 약수터		경상남도 창원시 마산합포구 교방동 산494	35.209625	128.547676		250	2018-07-04	적합		055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
만날제 약수터		경상남도 창원시 마산합포구 월영동 695	35.184265	128.548407	2011-09-08	250	2018-07-04	적합		055-220-4821	창원시 마산합포구	2018-07-31	5670000	경상남도 창원시		
우곡사약수터	경상남도 창원시 의창구 동읍 자여로 459	경상남도 창원시 의창구 단계리 7	35.248818	128.716662		60	2018-05-15	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
누룩약수터	경상남도 창원시 의창구 원이대로114번길 17	경상남도 창원시 의창구 도계동 913-9	35.252215	128.636383		15	2018-05-15	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
달천계곡약수터	경상남도 창원시 의창구 외감리 산 68	경상남도 창원시 의창구 외감리 산 68	35.272726	128.599199		80	2018-05-15	부적합	총대장균군, 분원성대장균군	055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
천주산약수터	경상남도 창원시 의창구 동정동 산 15	경상남도 창원시 의창구 동정동 산 15	35.273438	128.606531		60	2018-05-15	부적합	총대장균군, 분원성대장균군	055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
천주산입구약수터	경상남도 창원시 의창구 천주로121번길 42	경상남도 창원시 의창구 동정동 917	35.269893	128.614753		30	2018-05-15	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
태복산2약수터	경상남도 창원시 의창구 명곡동 산 11-1	경상남도 창원시 의창구 명곡동 산 11-1	35.254341	128.653009		30	2018-05-15	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
태복산3약수터	경상남도 창원시 의창구 명곡동 산 3	경상남도 창원시 의창구 명곡동 산 3	35.258072	128.655851		60	2018-05-15	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
사격장뒤약수터	경상남도 창원시 의창구 퇴촌동 산 34	경상남도 창원시 의창구 퇴촌동 산 34	35.257933	128.687521		40	2018-05-16	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
앤골약수터	경상남도 창원시 의창구 봉림동 798-1	경상남도 창원시 의창구 봉림동 798-1	35.252069	128.662292		30	2018-05-16	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
가마골약수터	경상남도 창원시 의창구 봉림동 산 26	경상남도 창원시 의창구 봉림동 산 26	35.258040	128.662008		30	2018-05-16	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
봉림사지약수터	경상남도 창원시 의창구 봉림동 산 108-1	경상남도 창원시 의창구 봉림동 산 108-1	35.258224	128.677546		10	2018-05-16	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
봉산저수지약수터	경상남도 창원시 의창구 동읍 봉산리 산41-1	경상남도 창원시 의창구 동읍 봉산리 산 41-1	35.274747	128.697215		10	2018-05-16	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
용추계곡약수터	경상남도 창원시 의창구 용동 산 61	경상남도 창원시 의창구 용동 산61	35.243869	128.710345		40	2018-05-16	적합		055-212-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
제2금강산약수터		경상남도 창원시 마산회원구 합성동 산 152-1	35.254835	128.566272	1997-12-01	300	2018-06-07	적합		055-230-4824	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
만수봉약수터		경상남도 창원시 마산회원구 구암1동 산 106	35.253279	128.585596	1993-06-01	500	2018-06-07	적합		055-230-4824	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
창신약수터		경상남도 창원시 마산회원구 봉암동 산 103	35.227128	128.599913	1974-03-01	200	2018-06-26	적합		055-230-4824	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
구미약수터		경상남도 창원시 마산회원구 내서읍 호계리243	35.251527	128.526621	1977-07-01	150	2018-06-26	적합		055-230-4824	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
전안약수터		경상남도 창원시 마산회원구 내서읍 신감리1408	35.207381	128.509975	2017-06-09	50	2018-06-07	적합		055-230-4824	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
안개약수터		경상남도 창원시 마산회원구 내서읍 감천리 산131	35.092257	129.003977	2017-06-09	50	2018-06-07	적합		055-230-4824	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
두동 약수터	경상남도 창원시 진해구 진해대로 2164(두동)	경상남도 창원시 진해구 두동 산 238-4	35.114974	128.802218		70	2018-05-01	적합		055-548-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
자은 하구 약수터	경상남도 창원시 진해구 자은동 산 1-13	경상남도 창원시 진해구 자은동 산 1-13	35.151638	128.716810		40	2018-05-01	적합		055-548-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
도불산 약수터	경상남도 창원시 진해구 경화동 산 18-2	경상남도 창원시 진해구 경화동 산 18-2	35.166499	128.675338		30	2018-05-01	적합		055-548-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
자은 약수터	경상남도 창원시 진해구 자은동 산 1-3	경상남도 창원시 진해구 자은동 산 1-3	35.145948	128.717198		70	2018-05-01	적합		055-548-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
시루 약수터	경상남도 창원시 진해구 자은동 산 1-1	경상남도 창원시 진해구 자은동 산 1-1	35.152986	128.734043		160	2018-05-01	적합		055-548-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
자은본동 약수터	경상남도 창원시 진해구 자은동 산 1-1	경상남도 창원시 진해구 자은동 산 1-1	35.152986	128.734043		130	2018-05-01	적합		055-548-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
대암산 약수터		경상남도 창원시 성산구 대방동 산101	35.206575	128.719720		150	2018-05-03	적합		055-272-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
불곡사 약수터		경상남도 창원시 성산구 대방동 산6-3	35.214750	128.699690		100	2018-05-03	적합		055-272-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
성주사 약수터		경상남도 창원시 성산구 천선동 산213-14	35.180423	128.714994		100	2018-05-03	적합		055-272-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
갈미봉 약수터		경상남도 창원시 성산구 귀현동 산23	35.192480	128.621749		50	2018-05-03	적합		055-272-4821	경상남도 창원시청	2018-07-31	5670000	경상남도 창원시		
월외우물	충청북도 옥천군 안내면 월외3길 12-1	충청북도 옥천군 안내면 월외리 424	36.428822	127.641911	2010-09-09	10	2018-07-23	적합		043-730-4836	충청북도 옥천군청	2018-07-31	4430000	충청북도 옥천군		
가산사우물		충청북도 옥천군 안내면 답양리 543	36.401525	127.597496	2010-09-09	10	2018-07-23	적합		043-730-4836	충청북도 옥천군청	2018-07-31	4430000	충청북도 옥천군		
덕의봉약수터		충청북도 옥천군 청산면 백운리 산15	36.353132	127.786098	2010-09-09	10	2018-07-23	부적합	일반세균,총대장균군,분원성대장균군	043-730-4836	충청북도 옥천군청	2018-07-31	4430000	충청북도 옥천군		
교평약수터		충청북도 옥천군 청산면 교평리 367	36.356014	127.800621	2010-09-09	10	2018-07-23	적합		043-730-4836	충청북도 옥천군청	2018-07-31	4430000	충청북도 옥천군		
비야골약수터	충청북도 옥천군 군북면 비야대정로 2길 38	충청북도 옥천군 군북면 증약리 326-6	36.355581	127.529025	1999-09-13	10	2018-07-23	적합		043-730-4836	충청북도 옥천군청	2018-07-31	4430000	충청북도 옥천군		
옻샘약수터		충청남도 예산군 예산읍 향천리 산 15-3	36.6859438709	126.858499624	1994-01-01	170	2017-10-11	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
금오산약수터	충청남도 예산군 예산읍 아리랑로 185-14	충청남도 예산군 예산읍 예산리 60-15	36.6854818646	126.849178165	1994-01-01	140	2017-09-27	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
오소리약수터		충청남도 예산군 예산읍 주교리 156-11	36.6837169305	126.839138994	2005-04-01	190	2017-09-27	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
대회리약수터	충청남도 예산군 예산읍 천변로90번길3	충청남도 예산군 예산읍 대회리 247-11	36.6768800684	126.839815517	1992-01-01	220	2017-09-27	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
광덕사약수터	충청남도 예산군 덕산면 온천단지1로 148	충청남도 예산군 덕산면 사동리	36.6996175477	126.651086186	1992-01-01	110	2017-09-27	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
고택약수터	충청남도 예산군 신암면 추사고택로 249	충청남도 예산군 신암면 용궁리 336-2	36.7456655848	126.799882011	1992-01-01	180	2017-09-27	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
용곡약수터		충청남도 예산군 예산읍 신례원리 산30-1	36.7106460604	126.861982127	1999-01-01	150	2017-09-27	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
봉대미산약수터		충청남도 예산군 예산읍 예산리 산13-1	36.6831797502	126.841749205	2006-07-18	170	2017-10-11	적합		041-339-7505	예산군청 환경과/예산읍사무소 환경팀	2018-09-18	4610000	충청남도 예산군		
청룡산		서울특별시 관악구 청룡동 산175-34	37.4754122409	126.949592125	2012-12-31	100	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
만수		서울특별시 관악구 인헌동 산4-9			1985-12-31	200	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
상봉		서울특별시 관악구 인헌동 산4-9			2011-12-31	100	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
천지		서울특별시 관악구 낙성대동 산 4-9			1985-12-31	150	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
안골		서울특별시 관악구 삼성동 산156-1	37.4734055989	126.929963554	1991-12-31	150	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
청룡		서울특별시 관악구 삼성동 산68-3	37.4630358011	126.934566925	1981-12-31	200	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
산장		서울특별시 관악구 삼성동 산57-13	37.4547712322	126.927557753	1992-12-31	100	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
제1약수		서울특별시 관악구 삼성동 산57-13	37.4547712322	126.927557753	1980-12-31	150	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
삼화		서울특별시 관악구 삼성동 산57-13	37.4547712322	126.927557753	1980-12-31	150	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
송암		서울특별시 관악구 삼성동 산57-13	37.4547712322	126.927557753	1990-12-31	100	2018-07-31	부적합	총대장균군 검출	02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
쌍생수		서울특별시 관악구 대학동 산56-2	37.444772015	126.944653966	1987-12-31	150	2018-07-31	적합		02-879-6543	서울특별시 관악구청	2018-08-16	3200000	서울특별시 관악구		
